claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
35292672,41,F,1,97,87347.2,1,1,Own,85066,10/24/2023,Tuesday,Local,0,0,63,Broker,1,5,Compact,26310.59624,red,13863.48893,2309.846736,1000,1625.65,7.965892014,4,N
35313408,54,M,1,68,92268.8,1,1,Rent,20152,7/7/2024,Sunday,Highway,1,0,94,Broker,1,1,Large,21036.26238,red,38878.08699,3197.028097,2000,1295.63,11.2632891,7,N
35375616,64,M,1,19,142587.2,0,0,Own,80011,10/19/2024,Saturday,Parking Lot,0,0,2,Broker,0,7,Medium,29432.71783,gray,53910.25213,5416.512846,1000,1459.96,10.09706534,1,N
35541504,46,F,1,94,92268.8,1,0,Own,85006,8/12/2024,Monday,Local,0,1,32,Broker,1,7,Large,12033.43843,red,44616.1249,4987.709848,500,1285.01,10.60949515,3,N
36018432,56,M,0,87,142587.2,1,1,Rent,50005,2/27/2023,Monday,Parking Lot,0,0,78,Broker,1,3,Medium,16694.84147,black,46278.40167,6009.504873,2000,988.06,7.616543884,2,N
36059904,38,M,1,64,87347.2,1,0,Rent,80106,10/2/2023,Monday,Highway,0,0,50,Broker,1,5,Large,39181.23466,black,10279.94648,4728.154553,1000,1740.57,9.914570659,3,N
36142848,35,F,0,83,92268.8,1,0,Rent,20144,4/14/2023,Friday,Highway,2,0,6,Broker,1,8,Medium,22304.28744,silver,26198.15886,8306.850084,1000,1540.91,9.683147848,4,N
36184320,41,F,1,81,142587.2,1,1,Own,20135,11/23/2023,Thursday,Highway,0,0,1,Broker,0,7,Medium,7714.560721,white,28664.03901,3895.964247,500,1381.88,8.927648676,2,N
36205056,35,F,1,74,87347.2,1,0,Rent,80046,1/20/2023,Friday,Local,0,0,76,Broker,0,5,Compact,18545.73393,gray,16761.95119,2267.523229,500,1446.98,9.251797919,6,N
36288000,67,F,0,67,142587.2,0,1,Own,80040,1/6/2023,Friday,Parking Lot,0,0,98,Broker,0,8,Large,10523.46238,gray,15121.93226,5661.758777,500,948.1,6.650127801,4,N
36308736,46,M,1,90,87347.2,0,0,Rent,85027,3/26/2024,Tuesday,Parking Lot,0,0,1,Broker,0,3,Large,11985.66275,black,23721.08943,5053.968855,500,1471.24,9.192500226,2,N
36433152,56,M,1,68,44408.0,0,1,Own,20115,11/5/2024,Tuesday,Highway,0,0,20,Broker,1,1,Compact,30637.18609,other,68314.98761,2750.587018,1000,1524.45,12.15637988,4,Y
36702720,60,F,1,76,165512.0,1,0,Rent,85054,7/19/2024,Friday,Local,5,1,52,Broker,1,8,Large,15611.13627,red,19288.35763,4449.911201,500,1203.81,8.518180808,4,N
36785664,45,F,1,71,160934.4,0,0,Rent,80044,8/2/2024,Friday,Local,0,0,32,Broker,1,1,Medium,8718.633051,silver,7990.640306,2078.460825,1000,1484.48,7.373943785,2,N
36827136,55,F,1,52,94100.8,1,0,Own,20101,3/9/2024,Saturday,Local,2,0,99,Broker,1,6,Large,24758.80497,other,17222.86872,3448.462063,500,1581.27,9.777789803,6,N
36910080,45,M,1,86,20894.4,1,1,Rent,15052,12/11/2024,Wednesday,Highway,0,0,72,Broker,0,6,Large,17996.04966,white,14944.52531,3167.438211,1000,1281.25,7.103833989,3,Y
37055232,52,F,1,97,153315.2,0,0,Own,15030,8/22/2023,Tuesday,Highway,0,0,8,Broker,1,5,Large,13852.22362,black,20842.24876,5041.019491,2000,1221.41,10.24115118,3,N
38050560,45,F,1,91,154940.8,1,1,Own,15024,6/19/2023,Monday,Local,0,0,94,Broker,1,6,Compact,13441.39591,white,35349.18375,3180.744928,2000,1655.79,7.019152089,7,N
38651904,37,M,1,78,153880.0,1,1,Own,85003,4/30/2023,Sunday,Parking Lot,5,1,6,Broker,1,6,Medium,35665.64744,red,19066.42938,4412.66826,1000,1114.29,9.201892263,5,N
38734848,44,F,1,77,165512.0,1,0,Rent,15012,9/22/2023,Friday,Parking Lot,0,0,88,Broker,0,5,Compact,8404.519488,gray,29973.01729,4572.933391,500,664.86,13.11188962,3,N
39522816,45,M,1,72,154940.8,0,1,Own,85024,6/30/2023,Friday,Local,0,0,70,Broker,0,6,Compact,14995.41992,white,44532.34357,7461.537404,2000,1124.47,10.39580832,5,N
39750912,71,M,1,50,154940.8,0,0,Own,50059,4/11/2023,Tuesday,Highway,0,0,12,Broker,0,4,Large,10235.01647,gray,4836.443809,3477.443955,500,1592.41,11.32460478,3,N
39792384,49,M,0,58,153315.2,1,0,Rent,80105,11/9/2024,Saturday,Parking Lot,0,0,11,Broker,1,6,Medium,23924.10593,other,9259.69869,3437.150329,500,1362.31,8.25397237,3,N
42322176,42,M,1,89,153880.0,1,1,Own,20101,7/13/2023,Thursday,Local,4,0,94,Broker,1,3,Medium,19871.60575,gray,26649.95557,3617.022055,2000,1111.17,12.69922165,7,N
42384384,54,F,1,90,154940.8,1,0,Rent,80028,3/21/2024,Thursday,Local,0,0,2,Broker,1,5,Compact,35996.26892,red,23014.82744,3788.840019,500,989.97,10.35457481,3,N
42425856,46,F,1,67,165512.0,1,1,Own,20152,11/6/2023,Monday,Local,0,1,50,Broker,1,8,Large,20930.04107,black,25635.37087,6668.640756,1000,1114.23,6.471784326,6,N
42488064,51,M,1,78,153315.2,0,0,Rent,85067,7/31/2024,Wednesday,Parking Lot,0,0,67,Broker,0,6,Large,19544.96678,silver,24709.05204,3804.434478,2000,1347.31,10.50293107,1,N
42571008,54,F,1,97,153880.0,1,0,Own,15035,6/6/2023,Tuesday,Local,0,0,8,Broker,1,3,Large,25505.58237,blue,11346.35743,2618.141368,2000,1687.53,12.00794972,3,N
42923520,37,M,1,67,154940.8,1,0,Own,80033,8/24/2024,Saturday,Parking Lot,0,0,41,Broker,1,8,Compact,12958.71833,blue,24218.45524,8069.567171,1000,1726.91,10.05924777,3,N
42985728,30,F,1,47,165512.0,1,0,Own,20155,2/28/2024,Wednesday,Local,1,0,87,Broker,1,8,Compact,19664.87189,white,21757.05033,3002.12,500,1232.57,7.930662605,3,N
43358976,40,M,1,78,154940.8,1,1,Rent,85051,8/12/2024,Monday,Local,0,1,51,Broker,0,8,Compact,39779.05838,silver,20078.9031,3547.391145,2000,1239.06,9.629832963,5,N
43441920,48,F,0,74,165512.0,1,1,Rent,50021,1/6/2024,Saturday,Highway,0,0,4,Broker,0,8,Medium,30843.38259,other,14062.49842,4430.497938,2000,1246.68,9.572138751,3,N
43462656,47,F,1,82,153315.2,1,0,Own,15009,8/2/2024,Friday,Highway,0,1,99,Broker,1,1,Compact,27675.14262,black,13498.7072,4859.56003,1000,1622.67,10.85986771,4,N
44105472,47,F,1,31,165512.0,1,0,Rent,15035,1/4/2024,Thursday,Highway,0,1,35,Broker,1,4,Medium,29020.9315,other,21186.80558,11383.43253,2000,1524.18,9.373125792,8,N
44126208,36,F,1,70,153315.2,1,1,Own,50049,8/17/2024,Saturday,Parking Lot,0,0,35,Broker,1,2,Compact,20568.67948,black,29459.92041,2981.500122,500,1395.58,9.778306406,6,N
44686080,31,M,1,58,153880.0,1,0,Rent,80011,7/11/2024,Thursday,Parking Lot,1,0,23,Broker,0,5,Large,3752.811291,blue,11118.88224,4299.313453,2000,1578.54,8.36235914,6,N
44706816,36,F,0,83,154940.8,0,1,Own,15046,6/8/2023,Thursday,Local,2,0,98,Broker,1,7,Large,8962.45935,blue,26522.87535,2841.83514,500,1488.26,9.417034544,6,N
44831232,46,M,1,96,165512.0,1,0,Own,80006,12/24/2024,Tuesday,Local,0,1,7,Broker,0,3,Medium,9989.565344,blue,18850.05969,2972.957237,1000,1096.39,11.02447479,4,N
44893440,36,F,1,68,153315.2,1,1,Own,50022,10/6/2024,Sunday,Local,0,0,85,Broker,1,5,Medium,14491.10997,gray,12208.07511,3200.679523,2000,1215.36,9.380728535,4,N
44955648,50,M,1,65,165512.0,1,1,Own,85015,6/8/2023,Thursday,Local,0,1,99,Broker,1,2,Compact,29072.8063,red,38425.24241,6240.916313,2000,1193.4,10.96392445,5,N
46407168,37,F,0,74,154940.8,0,0,Own,80022,3/9/2023,Thursday,Local,0,0,88,Broker,1,9,Large,7144.273294,blue,44464.7429,3289.67897,500,1083.64,10.38866258,0,N
46552320,42,M,1,52,153315.2,0,1,Own,80024,7/20/2023,Thursday,Parking Lot,0,0,51,Broker,0,6,Medium,44623.57052,blue,14792.29349,4294.84537,500,1270.29,9.052493276,4,N
46593792,45,M,0,84,153880.0,1,0,Rent,85083,4/29/2023,Saturday,Parking Lot,0,0,25,Broker,0,4,Compact,6483.9839,silver,21207.03652,2967.883005,500,1459.99,11.45123258,5,N
46635264,53,M,0,93,165512.0,1,1,Own,50057,6/9/2023,Friday,Local,0,0,3,Broker,0,3,Compact,36681.3701,other,24473.91912,7046.245296,1000,1142.48,11.39760805,5,N
47589120,55,F,0,77,92116.8,1,0,Rent,85076,2/1/2023,Wednesday,Local,0,0,50,Broker,1,4,Medium,18751.7908,white,13761.30902,3590.4,2000,1144.3,10.27522638,3,N
47609856,61,F,0,93,10444.8,1,1,Rent,85041,12/12/2024,Thursday,Parking Lot,3,0,91,Broker,1,6,Large,16743.81268,black,16008.90364,2217.688603,1000,1281.43,12.04674281,8,N
48211200,36,M,0,89,90862.4,1,1,Rent,50002,10/21/2024,Monday,Local,3,0,3,Broker,1,8,Medium,23139.77871,white,16797.81137,4024.841258,2000,951.27,10.37719759,2,N
48252672,65,M,1,86,92116.8,1,1,Own,85005,4/27/2023,Thursday,Local,0,0,70,Broker,1,7,Large,14358.38806,white,16498.2077,2999.468348,2000,1341.24,12.05302121,2,N
49455360,51,F,1,94,90862.4,1,0,Rent,85002,12/14/2024,Saturday,Local,0,0,1,Broker,0,4,Compact,10382.17151,blue,24106.37131,3861.463812,2000,1206.26,12.85298607,7,N
49932288,30,F,1,58,90862.4,1,0,Own,15012,2/17/2024,Saturday,Local,0,1,95,Broker,0,3,Compact,39523.01586,other,29095.84019,4249.930818,1000,1328.26,10.10766867,6,N
49953024,56,M,1,86,92116.8,1,1,Rent,20109,4/8/2023,Saturday,Highway,1,0,84,Broker,1,5,Large,8771.741203,blue,3943.084675,10373.14847,1000,1250.08,10.89097699,9,N
50056704,48,M,1,56,10444.8,0,1,Rent,20102,6/30/2023,Friday,Local,0,1,100,Broker,1,3,Large,19174.78399,black,25844.36762,3056.783461,500,982.7,10.77295461,1,N
50098176,51,F,1,67,88190.4,0,1,Own,85078,5/18/2024,Saturday,Local,1,0,50,Broker,0,6,Compact,15381.3635,other,38934.95575,5190.587651,1000,1412.06,10.61187163,4,N
50326272,37,F,0,72,10444.8,0,1,Rent,50021,4/24/2024,Wednesday,Highway,6,0,87,Broker,1,7,Medium,22601.24911,silver,31750.85234,4250.366933,1000,1416.08,10.63404243,4,N
50409216,41,M,1,91,90862.4,1,1,Own,85048,7/1/2024,Monday,Local,0,*,53,Broker,1,2,Medium,19152.14716,silver,23324.47627,11045.43252,2000,1356.64,12.09709476,2,N
50471424,37,F,1,44,92116.8,1,0,Own,80040,1/12/2024,Friday,Parking Lot,0,0,96,Broker,0,2,Compact,47320.23949,black,15261.2443,3800.476505,2000,1387.7,11.95042885,3,N
50554368,67,M,1,87,88190.4,1,1,Own,50009,8/19/2024,Monday,Local,0,0,85,Broker,1,2,Large,9519.020978,black,21463.5885,3947.771246,500,1107.07,9.726200837,5,N
50616576,43,M,1,74,92116.8,1,0,Rent,20146,11/29/2023,Wednesday,Parking Lot,0,1,63,Broker,0,10,Medium,23352.84671,blue,27438.29872,3470.031025,1000,1074.99,9.016438987,2,N
50658048,38,M,0,91,88190.4,0,1,Own,20155,12/30/2023,Saturday,Highway,0,0,93,Broker,1,6,Medium,38814.36139,other,39149.34739,5119.205431,500,1052.85,10.26502719,7,N
51134976,44,F,1,63,30576.0,1,0,Own,85013,11/24/2024,Sunday,Local,0,1,65,Broker,0,3,Medium,20547.90234,red,13869.48024,7232.699884,2000,1181.64,10.19359776,9,Y
51155712,52,F,0,91,33225.6,1,0,Rent,80010,4/14/2023,Friday,Parking Lot,0,0,50,Broker,1,5,Medium,24188.43794,silver,59161.58293,9651.215481,1000,1060.74,7.531237298,3,Y
52773120,44,M,1,64,88190.4,1,1,Rent,20104,11/24/2024,Sunday,Local,0,0,64,Broker,1,3,Compact,32673.51893,white,5926.07104,4314.214079,500,951.56,7.986815405,3,N
52793856,35,M,1,94,90862.4,0,1,Own,20106,10/21/2023,Saturday,Parking Lot,0,0,14,Broker,1,7,Medium,14906.95295,blue,35613.75649,5100.643707,500,1533.71,10.97471588,4,N
52856064,64,F,1,68,92116.8,1,1,Rent,15042,10/18/2023,Wednesday,Parking Lot,2,1,82,Broker,0,3,Compact,31342.58746,silver,10246.34571,5071.843625,1000,1200.09,8.016693369,4,N
52876800,48,M,1,85,10444.8,1,1,Rent,50005,7/31/2024,Wednesday,Parking Lot,0,0,73,Broker,1,7,Large,12496.13199,red,34287.37043,6453.165063,500,1093.83,14.50780687,6,N
52959744,37,F,0,89,90862.4,1,0,Own,85054,3/23/2023,Thursday,Local,1,1,10,Broker,1,5,Compact,25995.39045,gray,9973.16334,8418.866434,1000,1331.94,9.730916555,4,N
53021952,49,M,1,74,92116.8,1,0,Own,80031,1/6/2024,Saturday,Highway,1,0,49,Broker,1,6,Compact,20256.35479,silver,19460.05723,2356.203616,1000,1361.45,8.706313188,4,N
53084160,43,F,0,78,20168.0,0,1,Own,85068,5/12/2023,Friday,Local,0,1,100,Broker,1,3,Compact,59680.86726,blue,42899.89563,6125.003775,2000,1101.83,7.749069519,1,Y
53167104,45,F,1,86,90862.4,1,1,Own,80020,12/20/2023,Wednesday,Parking Lot,2,0,31,Broker,1,2,Compact,40696.9115,silver,36783.74664,2959.874364,1000,1503.21,10.56094774,7,N
53270784,31,F,1,95,90862.4,1,1,Rent,80011,8/1/2024,Thursday,Local,0,0,55,Broker,1,5,Compact,21404.6146,silver,8824.395134,5058.743265,500,944.03,10.83522864,5,N
53291520,59,F,1,79,90862.4,1,0,Rent,50050,7/27/2023,Thursday,Local,0,0,97,Broker,0,4,Large,26694.09452,blue,14447.68618,3069.391334,2000,1453.61,9.035162985,3,N
55717632,38,F,0,58,24678.4,0,1,Rent,85048,12/14/2023,Thursday,Highway,5,0,77,Broker,1,5,Compact,24673.53116,blue,31539.7394,1979.44504,1000,988.93,10.81502768,7,Y
55779840,32,F,0,51,24678.4,1,1,Rent,15025,6/4/2024,Tuesday,Local,0,0,22,Broker,1,4,Medium,36803.43264,black,28771.59829,4346.635858,1000,1331.94,7.790123638,3,Y
55862784,54,M,1,39,24678.4,1,1,Own,50042,8/13/2023,Sunday,Parking Lot,1,0,1,Broker,1,4,Large,16871.3542,silver,19713.946,3524.393,1000,1361.45,11.8619899,3,Y
56028672,44,M,0,53,24678.4,1,1,Own,80020,7/4/2023,Tuesday,Highway,1,1,2,Broker,1,6,Compact,33082.46379,blue,12598.16516,6071.276042,1000,1503.21,9.142627367,1,Y
56795904,47,F,1,84,24678.4,0,0,Rent,20148,4/28/2024,Sunday,Parking Lot,0,0,99,Broker,0,4,Compact,13036.6529,gray,17052.3819,2634.577435,2000,1356.92,12.55954661,4,Y
57314304,53,F,1,80,24678.4,1,1,Own,85071,2/8/2023,Wednesday,Parking Lot,0,0,54,Broker,1,6,Medium,27384.24618,gray,25146.04263,5366.725995,1000,840.95,11.615329,6,Y
57604608,47,M,0,68,82908.8,1,1,Own,85017,10/14/2023,Saturday,Parking Lot,2,1,36,Broker,1,5,Compact,18329.24562,blue,4912.475959,3050.925811,500,722.66,10.77601763,1,N
57729024,40,M,1,88,19024.0,0,0,Rent,80011,2/17/2023,Friday,Local,0,1,42,Broker,0,4,Large,14738.08397,gray,41299.30788,5748.258644,1000,1235.14,9.020345697,3,Y
57832704,43,F,1,47,82908.8,1,1,Own,15001,6/13/2024,Thursday,Local,0,0,23,Broker,1,5,Medium,17805.82292,gray,22511.04515,3408.149507,500,1383.49,12.45686053,8,N
57853440,45,F,1,60,19024.0,1,1,Own,20153,1/4/2024,Thursday,Parking Lot,0,0,93,Broker,1,5,Compact,10639.14072,other,23774.76518,6083.565703,2000,1356.92,8.438971714,7,Y
58351104,60,F,1,88,19024.0,0,0,Rent,20160,12/13/2023,Wednesday,Parking Lot,0,0,93,Broker,0,7,Large,34169.45878,silver,25550.9823,1678.555105,500,1093.83,11.36606239,6,Y
59906304,38,F,0,82,82908.8,1,1,Rent,80022,4/19/2024,Friday,Local,0,1,94,Broker,1,7,Large,7453.060434,silver,12930.9066,4609.697204,1000,1503.21,9.722366581,6,N
59968512,39,M,1,71,82908.8,1,0,Own,15004,7/12/2023,Wednesday,Parking Lot,0,0,51,Broker,1,4,Medium,26763.90853,silver,50541.64564,6572.751633,500,944.03,12.45852566,4,N
60051456,35,F,0,80,19024.0,0,0,Own,15035,12/17/2023,Sunday,Local,0,1,50,Broker,0,1,Compact,33163.7332,white,21810.38047,6915.657682,2000,1453.61,8.101185935,6,Y
60963840,66,F,1,82,82908.8,1,1,Own,50025,3/5/2023,Sunday,Local,0,1,64,Broker,0,3,Compact,11188.58698,blue,19320.57762,2933.464904,1000,1200.09,9.286677715,4,N
61005312,47,M,1,78,19024.0,1,0,Own,80005,8/20/2023,Sunday,Parking Lot,0,0,50,Broker,0,5,Large,19519.53785,silver,12914.29002,13872.24633,500,1093.83,8.867315681,3,Y
61440768,27,F,1,87,19024.0,1,1,Rent,50051,2/10/2023,Friday,Parking Lot,0,0,100,Broker,1,5,Large,24905.93116,red,37106.39854,16152.24286,1000,1503.21,10.90169811,4,Y
61668864,44,F,0,65,19024.0,1,0,Own,80108,11/18/2024,Monday,Highway,2,0,7,Broker,0,4,Medium,15546.29431,gray,24990.60144,5433.398364,1000,1248.05,9.176071676,2,Y
62021376,34,F,1,61,82908.8,0,1,Own,50039,1/1/2023,Sunday,Highway,0,0,56,Broker,1,9,Large,13461.41345,gray,38546.41428,3550.848641,1000,1235.14,11.27528309,4,N
62373888,42,M,1,66,82908.8,1,0,Own,85029,6/23/2024,Sunday,Parking Lot,0,0,67,Broker,1,7,Compact,16392.98714,blue,8029.962605,4349.506748,500,951.56,10.83746934,5,N
62394624,40,F,1,86,19024.0,0,1,Own,15037,12/5/2024,Thursday,Local,0,0,99,Broker,1,11,Compact,12325.0191,red,22664.64315,7421.631597,500,1533.71,9.609807007,6,Y
63327744,52,M,1,76,82908.8,1,1,Rent,20128,7/26/2023,Wednesday,Local,0,0,0,Broker,1,4,Large,16857.50606,blue,10427.24588,1345.00422,1000,1280.88,9.054816982,5,N
63348480,51,F,0,87,19024.0,1,0,Own,80036,10/8/2023,Sunday,Local,0,1,20,Broker,0,7,Large,26005.41833,gray,13494.58743,6563.736509,500,722.66,11.41490634,0,Y
63597312,33,F,1,81,82908.8,1,0,Own,80002,2/27/2024,Tuesday,Local,0,1,36,Broker,1,5,Medium,14790.96572,silver,7639.406776,3162.611761,1000,1436.79,13.3230961,2,N
63638784,44,F,1,97,19024.0,1,0,Own,80105,1/5/2024,Friday,Local,0,0,69,Broker,1,4,Large,19561.89162,other,35327.57128,29763.66989,500,1383.49,10.85180798,9,Y
64302336,48,F,1,86,19024.0,0,1,Rent,15021,9/5/2023,Tuesday,Highway,0,0,0,Broker,0,1,Large,10240.09443,blue,36170.437,16594.26344,1000,1331.94,11.06329379,5,Y
64447488,50,M,1,82,82908.8,1,0,Own,80034,12/1/2024,Sunday,Local,0,0,50,Broker,1,4,Medium,30278.20066,black,15591.0622,2111.731127,1000,1722.5,10.299716,5,N
64468224,41,M,1,74,19024.0,1,1,Own,85063,10/20/2023,Friday,Highway,0,1,35,Broker,1,6,Medium,20311.32802,silver,11873.05649,4770.63096,500,944.03,11.246345,7,Y
65007360,50,F,0,74,82908.8,1,0,Rent,80013,2/2/2023,Thursday,Highway,2,0,0,Broker,1,6,Medium,29758.00183,red,25025.06734,9741.473424,1000,1436.79,8.48588964,7,N
65028096,50,F,1,64,19024.0,0,0,Own,50055,1/17/2024,Wednesday,Local,1,1,91,Broker,0,6,Compact,12378.74621,gray,38477.68538,7176.486638,500,1383.49,12.41945423,5,Y
65318400,86,M,0,68,19024.0,1,1,Rent,15060,12/7/2023,Thursday,Highway,0,0,59,Broker,0,4,Compact,17222.05913,black,15454.80991,6612.613031,1000,988.93,7.776859005,1,Y
65546496,44,M,1,50,82908.8,0,0,Own,80045,11/6/2024,Wednesday,Highway,0,0,4,Broker,0,2,Medium,44975.58862,other,9435.127534,4949.435616,1000,840.95,6.501588997,4,N
65774592,42,F,0,52,82908.8,0,0,Own,50008,10/24/2023,Tuesday,Local,0,0,19,Broker,1,6,Compact,46119.68381,gray,24857.70746,6802.923168,1000,1722.5,8.401012646,3,N
65919744,39,F,1,96,19024.0,1,1,Own,20109,1/9/2023,Monday,Local,0,1,59,Broker,1,5,Compact,14650.51373,red,7432.207069,2245.261406,1000,1280.88,10.76431641,10,Y
66210048,36,M,1,63,82908.8,1,0,Own,80006,3/3/2023,Friday,Parking Lot,0,0,99,Broker,0,9,Medium,48879.92852,gray,31111.02991,3411.101586,1000,1436.79,11.29898939,4,N
66811392,48,F,1,73,19024.0,1,0,Rent,85044,3/23/2024,Saturday,Local,0,0,77,Broker,0,3,Compact,13854.03434,red,31913.17367,4164.406561,1000,1331.94,10.8338768,5,Y
67889664,65,M,0,70,82908.8,0,0,Own,15057,12/30/2023,Saturday,Parking Lot,0,0,50,Broker,1,3,Compact,50229.78131,black,19766.39002,5359.496728,1000,1361.45,9.592694579,2,N
68719104,38,M,1,56,19024.0,0,0,Rent,15025,8/5/2024,Monday,Local,1,1,1,Broker,0,3,Large,25644.93961,red,13868.92467,8041.761798,1000,1310.8,11.50321295,4,Y
69175296,49,M,1,77,19024.0,1,1,Rent,15034,7/29/2023,Saturday,Highway,0,0,91,Broker,1,5,Large,17451.61286,black,19814.45277,12693.45525,500,1533.71,9.679504771,2,Y
69610752,44,M,1,93,82908.8,1,0,Rent,20140,9/11/2023,Monday,Highway,1,1,100,Broker,1,1,Large,31128.77745,gray,17478.8044,5118.666579,1000,840.95,11.19704975,1,N
69735168,47,M,0,65,82908.8,1,1,Own,50032,5/19/2024,Sunday,Local,0,0,39,Broker,0,3,Compact,20761.75784,blue,10830.20466,3801.853816,1000,1722.5,9.557822502,4,N
69776640,38,F,1,82,19024.0,1,1,Own,20118,4/6/2024,Saturday,Parking Lot,2,0,16,Broker,1,3,Compact,28506.358,blue,22417.47907,15493.06913,500,944.03,10.85170699,9,Y
70004736,48,F,1,83,19024.0,1,1,Rent,50049,11/7/2023,Tuesday,Highway,0,0,11,Broker,1,9,Medium,18428.66133,silver,24026.74926,12452.64041,500,1672.88,7.617808548,2,Y
70295040,35,F,1,93,92585.6,0,0,Own,15044,5/24/2024,Friday,Local,0,0,97,Broker,1,8,Medium,26209.90837,silver,15018.02756,4742.180844,500,1564.43,8.762972392,2,N
70336512,47,F,1,75,92585.6,0,1,Rent,50023,6/26/2024,Wednesday,Parking Lot,0,0,11,Broker,1,4,Medium,86535.3407,red,22425.91998,7850.624107,500,722.66,11.60525397,5,N
70419456,45,M,0,82,10904.0,1,0,Own,80022,5/31/2023,Wednesday,Local,0,0,84,Broker,1,2,Compact,32660.83271,black,32156.69687,3411.071585,1000,1310.8,8.823514534,4,Y
70460928,62,M,0,84,92585.6,1,1,Rent,20124,9/27/2023,Wednesday,Local,0,0,81,Broker,0,4,Compact,30454.59527,gray,14703.20963,2582.746139,1000,1436.79,9.518707912,2,N
70606080,33,F,0,81,92585.6,1,1,Own,20152,11/24/2024,Sunday,Highway,0,0,0,Broker,0,3,Large,12305.61696,blue,41655.85819,2768.334961,500,951.56,11.1312051,7,N
75085056,31,M,1,80,84964.8,1,0,Rent,20109,4/21/2024,Sunday,Local,0,0,97,Broker,1,2,Medium,5521.625865,white,29824.50612,2769.748688,1000,1361.45,8.966429404,6,N
75209472,42,M,1,60,139830.4,0,1,Own,20102,5/12/2024,Sunday,Local,0,0,0,Broker,1,7,Medium,15530.08401,gray,22104.30213,8465.676242,1000,840.95,10.68450552,4,N
76121856,62,M,0,83,27504.0,1,1,Own,85068,12/28/2023,Thursday,Parking Lot,3,0,25,Broker,1,7,Large,12914.43797,red,45548.14662,2882.698624,2000,1356.92,10.31522484,3,Y
76847616,45,M,1,71,139830.4,1,0,Own,85021,6/7/2024,Friday,Local,5,0,78,Broker,1,4,Compact,41410.65561,other,18573.81925,8550.56348,2000,1188.51,7.873776554,2,N
77303808,60,M,1,83,27504.0,1,0,Own,50047,9/8/2023,Friday,Highway,0,0,86,Broker,1,4,Medium,22387.28963,blue,26858.12781,4854.021513,1000,1280.88,11.2758884,7,Y
77345280,44,M,1,92,99017.6,1,1,Own,15035,5/24/2023,Wednesday,Parking Lot,0,0,0,Broker,1,5,Medium,45758.81181,black,24134.12736,4111.830541,500,722.66,12.16356811,2,N
77697792,52,F,0,83,84964.8,1,1,Own,80030,2/11/2023,Saturday,Parking Lot,0,0,0,Broker,1,3,Large,20060.40761,silver,31121.73626,3129.7518,500,1383.49,11.84162714,4,N
78174720,42,M,1,84,84964.8,0,1,Own,20109,2/11/2023,Saturday,Parking Lot,0,0,99,Broker,0,5,Medium,14670.43397,silver,21663.32125,4622.776584,1000,1331.94,9.669772174,5,N
78278400,36,M,0,45,27504.0,1,1,Rent,20163,3/18/2024,Monday,Local,1,1,59,Broker,1,8,Medium,22823.47064,silver,10525.91895,3456.289945,1000,1361.45,13.53757466,4,Y
78444288,47,M,0,85,99017.6,1,0,Own,85063,8/21/2024,Wednesday,Highway,0,1,46,Broker,0,5,Compact,17361.17313,silver,12579.90744,5494.464897,2000,1188.51,9.812519335,4,N
78547968,50,F,1,89,84964.8,0,0,Rent,85071,11/11/2023,Saturday,Parking Lot,0,0,3,Broker,1,6,Large,38031.44895,silver,26705.9366,2092.714983,1000,1722.5,11.54706628,6,N
78568704,54,M,1,75,27504.0,1,0,Own,15030,4/9/2023,Sunday,Highway,0,0,51,Broker,1,7,Large,26101.33771,black,11118.3893,1074.271192,500,944.03,9.208389926,5,Y
78589440,47,M,0,86,99017.6,0,1,Own,80109,5/21/2024,Tuesday,Highway,0,0,54,Broker,1,2,Medium,34276.06221,red,9090.222643,6121.265005,2000,1453.61,7.55686212,6,N
78693120,50,F,1,81,139830.4,1,1,Rent,15001,7/5/2023,Wednesday,Local,0,0,4,Broker,0,5,Medium,23258.85392,white,13603.25982,6355.541581,500,1672.88,8.889790168,3,N
78962688,41,F,0,80,84964.8,1,0,Rent,85072,6/12/2023,Monday,Local,0,1,4,Broker,1,5,Medium,7139.53907,black,13458.68865,8268.473717,1000,1347.04,10.86812461,0,N
78983424,49,F,1,87,27504.0,1,1,Rent,80036,12/7/2023,Thursday,Parking Lot,0,0,55,Broker,1,6,Compact,16281.09882,gray,11896.91939,2024.938246,1000,1310.8,8.802842187,5,Y
79004160,49,M,0,87,99017.6,0,1,Rent,50010,7/19/2023,Wednesday,Local,0,0,7,Broker,0,8,Large,12550.5303,white,26244.7629,4247.463521,1000,1436.79,11.04744618,5,N
79729920,62,M,0,82,99017.6,1,1,Rent,50056,5/20/2023,Saturday,Local,0,1,15,Broker,0,3,Medium,15999.55666,silver,14931.84929,3012.926359,1000,1722.5,9.238567443,5,N
80144640,67,F,1,86,27504.0,1,1,Rent,50054,5/4/2023,Thursday,Local,3,1,4,Broker,1,4,Large,7171.99229,other,10772.6355,3582.011128,1000,1235.14,7.870921475,2,Y
